Time(s),X(m),Y(m),Theta(rad),Theta(deg)
11.184,2.656001,-0.689383,0.154139,8.832
11.206,2.656047,-0.689369,0.154286,8.840
11.227,2.656092,-0.689387,0.154269,8.839
11.245,2.656118,-0.689377,0.154384,8.846
11.267,2.656036,-0.689375,0.154450,8.849
11.293,2.655961,-0.689380,0.154499,8.852
11.312,2.655973,-0.689371,0.154441,8.849
11.338,2.655952,-0.689415,0.154592,8.857
11.353,2.655966,-0.689396,0.154677,8.862
11.377,2.655968,-0.689413,0.154656,8.861
11.398,2.655895,-0.689415,0.154949,8.878
11.417,2.655815,-0.689442,0.154890,8.875
11.436,2.655769,-0.689483,0.155055,8.884
11.458,2.655790,-0.689469,0.155136,8.889
11.474,2.655792,-0.689470,0.155217,8.893
11.498,2.655736,-0.689445,0.155323,8.899
11.515,2.655638,-0.689488,0.155479,8.908
11.539,2.655593,-0.689504,0.155458,8.907
11.560,2.655593,-0.689536,0.155570,8.914
11.577,2.655653,-0.689526,0.155658,8.919
11.599,2.655691,-0.689511,0.155777,8.925
11.621,2.655599,-0.689535,0.155883,8.931
11.643,2.655487,-0.689531,0.156003,8.938
11.666,2.655465,-0.689590,0.155992,8.938
11.683,2.655481,-0.689566,0.156073,8.942
11.705,2.655451,-0.689567,0.156007,8.939
11.725,2.655376,-0.689642,0.156111,8.945
11.747,2.655364,-0.689644,0.156176,8.948
11.765,2.655362,-0.689645,0.156190,8.949
11.788,2.655391,-0.689633,0.156254,8.953
11.810,2.655375,-0.689688,0.156318,8.956
11.825,2.655382,-0.689656,0.156344,8.958
11.849,2.655352,-0.689660,0.156357,8.959
11.869,2.655264,-0.689710,0.156537,8.969
11.889,2.655259,-0.689703,0.156590,8.972
11.912,2.655314,-0.689689,0.156633,8.974
11.933,2.655380,-0.689666,0.156692,8.978
11.950,2.655302,-0.689725,0.156790,8.983
11.970,2.655214,-0.689730,0.156920,8.991
11.990,2.655213,-0.689733,0.156932,8.992
12.014,2.655281,-0.689713,0.156941,8.992
12.035,2.655345,-0.689727,0.157168,9.005
12.054,2.655300,-0.689762,0.157212,9.008
12.083,2.655136,-0.689790,0.157475,9.023
12.100,2.655027,-0.689820,0.157568,9.028
12.122,2.655036,-0.689817,0.157579,9.029
12.144,2.655046,-0.689845,0.157818,9.042
12.166,2.654998,-0.689843,0.157827,9.043
12.189,2.654985,-0.689835,0.157907,9.047
12.215,2.655064,-0.689817,0.157931,9.049
12.233,2.655098,-0.689820,0.158111,9.059
12.255,2.655014,-0.689822,0.158207,9.065
12.276,2.654955,-0.689825,0.158225,9.066
12.295,2.654981,-0.689816,0.158270,9.068
12.317,2.654997,-0.689804,0.158215,9.065
12.341,2.655016,-0.689817,0.158394,9.075
12.360,2.655013,-0.689786,0.158728,9.094
12.379,2.655048,-0.689773,0.158725,9.094
12.400,2.655051,-0.689789,0.158738,9.095
12.421,2.655038,-0.689767,0.158898,9.104
12.443,2.655019,-0.689761,0.159203,9.122
12.464,2.655051,-0.689751,0.159252,9.124
12.484,2.655143,-0.689715,0.159362,9.131
12.505,2.655271,-0.689692,0.159513,9.139
12.523,2.655284,-0.689656,0.159955,9.165
12.546,2.655192,-0.689677,0.159996,9.167
12.565,2.655105,-0.689672,0.159936,9.164
12.587,2.655030,-0.689711,0.160190,9.178
12.612,2.654979,-0.689732,0.160256,9.182
12.631,2.654959,-0.689746,0.160394,9.190
12.649,2.654948,-0.689778,0.160639,9.204
12.673,2.654780,-0.689807,0.160905,9.219
12.689,2.654569,-0.689800,0.161090,9.230
12.711,2.654428,-0.689837,0.161187,9.235
12.733,2.654353,-0.689858,0.161406,9.248
12.750,2.654324,-0.689875,0.161429,9.249
12.775,2.654276,-0.689884,0.161714,9.266
12.788,2.654105,-0.689931,0.161886,9.275
12.812,2.653986,-0.689886,0.162086,9.287
12.834,2.653805,-0.689859,0.162582,9.315
12.852,2.653560,-0.689770,0.163422,9.363
12.873,2.653262,-0.689719,0.163962,9.394
12.891,2.652994,-0.689596,0.164664,9.435
12.913,2.652626,-0.689520,0.165111,9.460
12.933,2.652107,-0.689535,0.165791,9.499
12.951,2.651404,-0.689417,0.166891,9.562
12.976,2.650678,-0.689315,0.167934,9.622
12.992,2.649772,-0.689184,0.169553,9.715
13.013,2.649007,-0.689221,0.170236,9.754
13.034,2.648264,-0.689213,0.171148,9.806
13.054,2.647625,-0.689259,0.171613,9.833
13.078,2.647005,-0.689418,0.172039,9.857
13.093,2.646483,-0.689532,0.172143,9.863
13.113,2.646044,-0.689649,0.172186,9.866
13.133,2.645575,-0.689743,0.172392,9.877
13.159,2.645230,-0.689786,0.172888,9.906
13.181,2.644841,-0.689931,0.173067,9.916
13.195,2.644528,-0.689989,0.173258,9.927
13.216,2.644187,-0.690092,0.173487,9.940
13.236,2.643888,-0.690149,0.173746,9.955
13.257,2.643549,-0.690226,0.174019,9.971
13.281,2.643190,-0.690285,0.174198,9.981
13.299,2.642782,-0.690316,0.174647,10.007
13.321,2.642330,-0.690375,0.175007,10.027
13.344,2.641886,-0.690456,0.175336,10.046
13.362,2.641418,-0.690533,0.175788,10.072
13.386,2.640989,-0.690503,0.176260,10.099
13.409,2.640495,-0.690481,0.176771,10.128
13.426,2.639916,-0.690423,0.177532,10.172
13.450,2.639265,-0.690382,0.178364,10.220
13.467,2.638559,-0.690325,0.179486,10.284
13.487,2.637790,-0.690159,0.180855,10.362
13.508,2.636942,-0.690116,0.181645,10.407
13.524,2.635943,-0.690024,0.182786,10.473
13.546,2.634831,-0.689935,0.184126,10.550
13.564,2.633561,-0.689787,0.185626,10.636
13.587,2.632098,-0.689758,0.187478,10.742
13.604,2.630491,-0.689379,0.190387,10.908
13.626,2.628725,-0.688742,0.194709,11.156
13.646,2.626974,-0.688141,0.199285,11.418
13.666,2.625246,-0.688112,0.201601,11.551
13.687,2.623471,-0.688321,0.202557,11.606
13.705,2.621635,-0.688298,0.204319,11.707
13.726,2.619656,-0.688144,0.207031,11.862
13.746,2.617515,-0.687915,0.209780,12.019
13.764,2.615196,-0.687728,0.212966,12.202
13.786,2.612838,-0.687557,0.216178,12.386
13.804,2.610496,-0.687349,0.219469,12.575
13.827,2.608144,-0.687369,0.222087,12.725
13.855,2.605696,-0.687477,0.224546,12.866
13.867,2.603058,-0.687323,0.227940,13.060
13.888,2.600219,-0.687071,0.231994,13.292
13.912,2.597211,-0.686962,0.235820,13.511
13.927,2.594095,-0.686582,0.240502,13.780
13.951,2.590895,-0.686082,0.245966,14.093
13.968,2.587502,-0.685496,0.252036,14.441
13.990,2.583925,-0.685483,0.256157,14.677
14.009,2.580274,-0.685364,0.260287,14.913
14.032,2.576548,-0.684883,0.266201,15.252
14.054,2.572719,-0.684752,0.271500,15.556
14.072,2.568990,-0.684609,0.276207,15.826
14.094,2.565338,-0.684126,0.282506,16.186
14.111,2.561628,-0.683324,0.290284,16.632
14.131,2.557890,-0.682219,0.299525,17.162
14.155,2.554084,-0.681108,0.308940,17.701
14.179,2.550398,-0.680456,0.316886,18.156
14.198,2.546655,-0.680526,0.322342,18.469
14.223,2.543117,-0.680764,0.326186,18.689
14.241,2.539695,-0.680857,0.330423,18.932
14.262,2.536336,-0.680768,0.335514,19.224
14.280,2.532957,-0.680396,0.341633,19.574
14.304,2.529601,-0.679791,0.348828,19.986
14.323,2.526008,-0.679951,0.353917,20.278
14.340,2.522179,-0.680434,0.357638,20.491
14.362,2.518329,-0.680792,0.362101,20.747
14.383,2.514360,-0.681373,0.366303,20.988
14.405,2.510297,-0.681915,0.370555,21.231
14.429,2.506145,-0.682372,0.375011,21.487
14.448,2.501951,-0.682661,0.380499,21.801
14.466,2.497672,-0.683091,0.386062,22.120
14.488,2.493209,-0.683777,0.390932,22.399
14.506,2.488645,-0.684163,0.397049,22.749
14.526,2.484121,-0.684706,0.402956,23.088
14.549,2.479513,-0.685644,0.407615,23.355
14.565,2.474905,-0.686533,0.412180,23.616
14.591,2.470374,-0.687510,0.416657,23.873
14.605,2.465776,-0.688816,0.420103,24.070
14.627,2.461056,-0.690158,0.423541,24.267
14.648,2.456384,-0.691434,0.427082,24.470
14.666,2.451656,-0.692867,0.430278,24.653
14.691,2.446954,-0.694244,0.433707,24.850
14.709,2.442320,-0.695510,0.437438,25.063
14.730,2.437673,-0.696800,0.441398,25.290
14.753,2.432917,-0.698321,0.444858,25.488
14.772,2.428185,-0.699781,0.448119,25.675
14.794,2.423625,-0.701025,0.451824,25.888
14.812,2.419540,-0.702180,0.455249,26.084
14.834,2.416009,-0.703353,0.457542,26.215
14.857,2.413238,-0.704241,0.459411,26.322
14.874,2.411383,-0.704803,0.460870,26.406
14.897,2.410392,-0.705009,0.461866,26.463
14.919,2.410252,-0.704986,0.462155,26.480
14.939,2.410418,-0.704801,0.462626,26.506
14.961,2.410497,-0.704254,0.464461,26.612
14.982,2.410521,-0.703528,0.467442,26.782
15.001,2.410456,-0.702483,0.471613,27.021
15.020,2.410464,-0.701161,0.476884,27.323
15.039,2.410726,-0.699545,0.482603,27.651
15.060,2.411105,-0.697747,0.489079,28.022
15.078,2.411356,-0.695596,0.496704,28.459
15.099,2.411318,-0.693272,0.505718,28.976
15.122,2.411315,-0.690675,0.515191,29.518
15.141,2.411754,-0.688445,0.523316,29.984
15.162,2.412429,-0.687442,0.527164,30.204
15.179,2.412870,-0.687156,0.527199,30.206
15.197,2.412920,-0.687190,0.527055,30.198
15.217,2.412840,-0.687214,0.527336,30.214
15.242,2.412753,-0.687288,0.527410,30.218
15.263,2.412751,-0.687304,0.527638,30.231
15.283,2.412640,-0.687361,0.527697,30.235
15.301,2.412437,-0.687424,0.528076,30.257
15.323,2.412143,-0.687584,0.528522,30.282
15.345,2.411762,-0.687746,0.528940,30.306
15.368,2.411296,-0.687982,0.529435,30.334
15.390,2.410951,-0.688187,0.529711,30.350
15.408,2.410900,-0.688184,0.529885,30.360
15.431,2.410901,-0.688182,0.529924,30.362
15.454,2.410874,-0.688193,0.530120,30.374
15.471,2.410745,-0.688245,0.530250,30.381
15.498,2.410515,-0.688346,0.530398,30.390
15.512,2.410225,-0.688468,0.530972,30.422
15.535,2.409796,-0.688653,0.531435,30.449
15.550,2.409298,-0.688838,0.531830,30.472
15.571,2.408869,-0.688986,0.532406,30.505
15.593,2.408396,-0.689191,0.533003,30.539
15.611,2.407695,-0.689437,0.533552,30.570
15.634,2.406937,-0.689707,0.534528,30.626
15.659,2.406021,-0.690031,0.535381,30.675
15.677,2.405033,-0.690359,0.536416,30.734
15.699,2.403936,-0.690733,0.537591,30.802
15.720,2.402656,-0.691109,0.539016,30.883
15.741,2.401205,-0.691531,0.540809,30.986
15.766,2.399551,-0.691983,0.542998,31.112
15.782,2.397677,-0.692477,0.545477,31.254
15.804,2.395658,-0.693067,0.548180,31.408
15.822,2.393623,-0.693730,0.550663,31.551
15.843,2.391880,-0.694190,0.553101,31.690
15.864,2.390238,-0.694608,0.555610,31.834
15.881,2.388494,-0.695095,0.557951,31.968
15.904,2.386651,-0.695761,0.559999,32.086
15.923,2.384664,-0.696438,0.562370,32.221
15.943,2.382497,-0.697127,0.565127,32.379
15.965,2.380151,-0.697685,0.568622,32.580
15.986,2.378001,-0.698494,0.571116,32.723
16.005,2.375660,-0.699562,0.572954,32.828
16.027,2.373269,-0.700825,0.574104,32.894
16.045,2.370848,-0.701899,0.576069,33.006
16.065,2.368293,-0.702790,0.579074,33.179
16.085,2.365647,-0.703665,0.582560,33.378
16.107,2.362760,-0.704435,0.586946,33.630
16.127,2.360181,-0.705118,0.590886,33.855
16.146,2.357839,-0.705648,0.594983,34.090
16.168,2.355367,-0.706074,0.599515,34.350
16.188,2.352929,-0.706548,0.604032,34.609
16.208,2.350582,-0.707486,0.606805,34.767
16.228,2.348402,-0.708420,0.608845,34.884
16.250,2.346710,-0.709259,0.610501,34.979
16.270,2.345381,-0.710211,0.611214,35.020
16.288,2.344175,-0.711328,0.611128,35.015
16.310,2.343007,-0.712358,0.610736,34.993
16.331,2.341804,-0.712973,0.611313,35.026
16.348,2.340651,-0.713376,0.613045,35.125
16.370,2.339526,-0.713747,0.614769,35.224
16.388,2.338465,-0.714022,0.616600,35.329
16.409,2.337563,-0.714292,0.617935,35.405
16.433,2.336995,-0.714290,0.619410,35.490
16.449,2.336959,-0.714090,0.620689,35.563
16.470,2.337148,-0.713899,0.621412,35.604
16.490,2.337211,-0.713687,0.622030,35.640
16.511,2.337146,-0.713413,0.623258,35.710
16.532,2.337177,-0.712866,0.625059,35.813
16.553,2.337140,-0.712066,0.627877,35.975
16.573,2.337130,-0.710997,0.631606,36.188
16.591,2.337533,-0.709789,0.634966,36.381
16.615,2.338107,-0.708778,0.637207,36.509
16.640,2.339030,-0.707663,0.638613,36.590
16.656,2.339837,-0.706571,0.640480,36.697
16.676,2.340801,-0.705236,0.642698,36.824
16.697,2.341355,-0.704051,0.645908,37.008
16.715,2.340985,-0.702960,0.650836,37.290
16.738,2.340770,-0.702119,0.655140,37.537
16.759,2.340959,-0.701348,0.657347,37.663
16.779,2.340673,-0.700788,0.660068,37.819
16.801,2.339706,-0.700709,0.663058,37.990
16.819,2.339106,-0.701120,0.663602,38.022
16.842,2.338700,-0.701854,0.662098,37.935
16.858,2.338364,-0.702425,0.660976,37.871
16.878,2.337995,-0.702562,0.661530,37.903
16.900,2.337662,-0.702616,0.662347,37.950
16.921,2.337216,-0.702830,0.663168,37.997
16.937,2.336628,-0.703080,0.663894,38.038
16.958,2.335934,-0.703444,0.664606,38.079
16.984,2.335154,-0.703874,0.665420,38.126
17.000,2.334284,-0.704357,0.666313,38.177
17.021,2.333310,-0.704872,0.667513,38.246
17.041,2.332233,-0.705481,0.668616,38.309
17.062,2.331025,-0.706177,0.670042,38.391
17.084,2.329601,-0.706946,0.671521,38.475
17.103,2.328076,-0.707840,0.673196,38.571
17.120,2.326612,-0.708598,0.674651,38.655
17.141,2.325381,-0.709160,0.676191,38.743
17.161,2.324293,-0.709634,0.677659,38.827
17.182,2.323143,-0.710020,0.679608,38.939
17.199,2.321897,-0.710366,0.681968,39.074
17.221,2.320527,-0.710737,0.684505,39.219
17.239,2.318986,-0.711264,0.687166,39.372
17.261,2.317214,-0.711927,0.690020,39.535
17.283,2.315154,-0.712706,0.693288,39.722
17.300,2.312960,-0.713551,0.696874,39.928
17.321,2.310952,-0.714267,0.700496,40.135
17.342,2.309066,-0.714519,0.704869,40.386
17.361,2.307140,-0.714425,0.710584,40.713
17.384,2.305103,-0.714082,0.717713,41.122
17.404,2.302794,-0.713496,0.726311,41.615
17.422,2.300259,-0.712873,0.735729,42.154
17.444,2.297510,-0.712233,0.746122,42.750
17.464,2.294925,-0.711188,0.757402,43.396
17.485,2.292492,-0.709756,0.769416,44.084
17.507,2.289938,-0.708010,0.782213,44.817
17.525,2.287091,-0.706299,0.796313,45.625
17.546,2.284114,-0.704376,0.811667,46.505
17.564,2.280902,-0.702433,0.828018,47.442
17.586,2.278079,-0.700181,0.844077,48.362
17.604,2.274773,-0.697890,0.861088,49.337
17.625,2.271407,-0.695457,0.879358,50.384
17.646,2.267891,-0.692857,0.898617,51.487
17.664,2.264738,-0.690168,0.917378,52.562
17.686,2.261785,-0.687499,0.935286,53.588
17.703,2.258965,-0.684403,0.953810,54.649
17.726,2.256324,-0.680857,0.972761,55.735
17.744,2.253490,-0.677157,0.992536,56.868
17.762,2.250536,-0.673280,1.012708,58.024
17.784,2.248311,-0.669303,1.031903,59.124
17.807,2.246724,-0.666147,1.045633,59.910
17.824,2.245232,-0.663426,1.057206,60.573
17.843,2.244025,-0.660932,1.068352,61.212
17.864,2.242671,-0.658462,1.078665,61.803
17.887,2.241875,-0.655620,1.087838,62.329
17.906,2.241489,-0.652622,1.095706,62.779
17.927,2.241215,-0.649391,1.103629,63.233
17.950,2.240925,-0.645991,1.111695,63.695
17.970,2.240317,-0.642601,1.120648,64.208
17.988,2.239730,-0.638973,1.130432,64.769
18.010,2.239443,-0.635274,1.139239,65.274
18.028,2.240036,-0.631650,1.143404,65.512
18.049,2.240857,-0.628081,1.146319,65.679
18.067,2.241374,-0.624426,1.151120,65.954
18.088,2.242075,-0.621033,1.154702,66.160
18.116,2.242812,-0.617992,1.157393,66.314
18.131,2.243332,-0.615245,1.160740,66.506
18.149,2.243647,-0.613133,1.163178,66.645
18.167,2.243793,-0.610895,1.166765,66.851
18.189,2.243683,-0.608534,1.171589,67.127
18.210,2.243631,-0.606026,1.176010,67.380
18.228,2.243754,-0.603418,1.180072,67.613
18.250,2.243470,-0.600725,1.185825,67.943
18.278,2.242883,-0.598037,1.192744,68.339
18.298,2.242672,-0.595192,1.198521,68.670
18.318,2.242437,-0.592300,1.204035,68.986
18.339,2.242233,-0.589196,1.209837,69.319
18.361,2.241864,-0.586114,1.216124,69.679
18.381,2.241507,-0.582861,1.222698,70.055
18.398,2.241693,-0.579388,1.227485,70.330
18.419,2.242381,-0.575895,1.230445,70.499
18.435,2.242959,-0.572300,1.233303,70.663
18.457,2.242980,-0.568651,1.238539,70.963
18.480,2.243415,-0.565051,1.242808,71.208
18.499,2.243797,-0.561565,1.247179,71.458
18.518,2.244214,-0.557692,1.251697,71.717
18.538,2.244425,-0.553553,1.256578,71.997
18.562,2.244757,-0.549382,1.260992,72.250
18.583,2.245033,-0.545144,1.265515,72.509
18.608,2.245564,-0.540749,1.269379,72.730
18.624,2.246048,-0.536154,1.273578,72.971
18.648,2.246350,-0.531607,1.278269,73.239
18.664,2.246805,-0.526876,1.282593,73.487
18.684,2.247409,-0.522109,1.286281,73.698
18.706,2.247836,-0.517254,1.290544,73.943
18.722,2.248222,-0.512185,1.295222,74.211
18.745,2.248808,-0.507211,1.298971,74.426
18.767,2.249514,-0.502145,1.302140,74.607
18.793,2.250260,-0.496948,1.305205,74.783
18.812,2.250915,-0.491766,1.308384,74.965
18.836,2.251595,-0.486402,1.311779,75.159
18.856,2.252306,-0.480959,1.315274,75.360
18.879,2.253041,-0.475426,1.318999,75.573
18.899,2.253754,-0.469795,1.322516,75.775
18.924,2.254442,-0.464091,1.325965,75.972
18.950,2.254997,-0.458257,1.329848,76.195
18.970,2.255623,-0.452365,1.333451,76.401
18.995,2.256214,-0.446601,1.337015,76.605
19.015,2.256799,-0.440602,1.340884,76.827
19.036,2.257510,-0.434762,1.344001,77.006
19.060,2.258224,-0.428789,1.347048,77.180
19.076,2.258895,-0.422730,1.350481,77.377
19.101,2.259726,-0.416736,1.353351,77.541
19.121,2.260479,-0.410644,1.356040,77.695
19.140,2.261215,-0.404366,1.358839,77.856
19.160,2.261926,-0.398232,1.361690,78.019
19.182,2.262695,-0.392026,1.364114,78.158
19.201,2.263404,-0.385681,1.366779,78.311
19.223,2.264122,-0.379311,1.369460,78.464
19.243,2.264816,-0.372986,1.372128,78.617
19.268,2.265413,-0.366559,1.375270,78.797
19.290,2.266243,-0.360260,1.377440,78.921
19.308,2.267004,-0.353904,1.379593,79.045
19.330,2.267918,-0.347459,1.381178,79.136
19.350,2.268589,-0.341085,1.383410,79.264
19.370,2.269423,-0.334574,1.385374,79.376
19.390,2.269972,-0.328279,1.387777,79.514
19.409,2.270930,-0.322167,1.389177,79.594
19.430,2.271614,-0.316162,1.390860,79.690
19.448,2.272652,-0.310548,1.391635,79.735
19.469,2.273059,-0.305030,1.393752,79.856
19.493,2.273328,-0.299986,1.396549,80.016
19.513,2.273513,-0.295242,1.399603,80.191
19.535,2.273557,-0.291226,1.402708,80.369
19.553,2.273349,-0.287436,1.406577,80.591
19.574,2.272957,-0.283982,1.411244,80.858
19.598,2.272352,-0.281106,1.416493,81.159
19.619,2.271533,-0.278107,1.422369,81.496
19.643,2.270267,-0.275183,1.429557,81.908
19.665,2.269437,-0.272202,1.435575,82.252
19.682,2.268615,-0.269166,1.440949,82.560
19.703,2.267631,-0.266072,1.447061,82.911
19.720,2.266695,-0.262744,1.453075,83.255
19.742,2.265859,-0.259471,1.458775,83.582
19.764,2.265119,-0.256173,1.463793,83.869
19.782,2.264524,-0.252704,1.468203,84.122
19.804,2.263672,-0.249279,1.473325,84.415
19.821,2.262624,-0.245670,1.479225,84.753
19.841,2.261530,-0.242125,1.485465,85.111
19.861,2.260204,-0.238402,1.492507,85.514
19.882,2.258976,-0.234442,1.499569,85.919
19.903,2.258117,-0.230114,1.505216,86.243
19.921,2.257121,-0.225686,1.510841,86.565
19.946,2.255568,-0.221416,1.518427,86.999
19.967,2.254135,-0.217134,1.526021,87.435
19.988,2.252649,-0.212746,1.532927,87.830
20.011,2.250861,-0.208647,1.541384,88.315
20.027,2.248851,-0.204361,1.550558,88.840
20.048,2.246869,-0.200121,1.559881,89.375
20.069,2.245246,-0.195604,1.567300,89.800
20.087,2.243364,-0.191234,1.575572,90.274
20.108,2.241335,-0.186757,1.584371,90.778
20.126,2.239320,-0.182265,1.593145,91.281
20.149,2.237632,-0.177586,1.599652,91.653
20.170,2.235469,-0.173276,1.608183,92.142
20.191,2.233526,-0.169023,1.616351,92.610
20.213,2.231454,-0.164912,1.624744,93.091
20.231,2.229644,-0.160688,1.631802,93.495
20.250,2.227340,-0.156805,1.640539,93.996
20.271,2.225120,-0.152908,1.649267,94.496
20.292,2.222821,-0.149005,1.658190,95.007
20.311,2.220831,-0.145106,1.665809,95.444
20.333,2.218985,-0.141229,1.672171,95.808
20.354,2.216825,-0.137855,1.680025,96.258
20.375,2.214853,-0.134393,1.686747,96.643
20.396,2.213010,-0.131109,1.693226,97.015
20.418,2.211562,-0.127594,1.697773,97.275
20.433,2.210026,-0.124259,1.702571,97.550
20.454,2.208794,-0.120766,1.706255,97.761
20.477,2.207341,-0.117877,1.710506,98.005
20.497,2.205915,-0.115530,1.715206,98.274
20.519,2.204566,-0.114154,1.720278,98.565
20.537,2.203882,-0.112761,1.722962,98.718
20.561,2.203701,-0.111241,1.723149,98.729
20.574,2.203509,-0.109896,1.723347,98.740
20.599,2.203367,-0.108754,1.723518,98.750
20.616,2.203035,-0.107738,1.724346,98.798
20.637,2.202798,-0.106688,1.724917,98.830
20.654,2.202312,-0.105615,1.726253,98.907
20.674,2.202158,-0.104620,1.726783,98.937
20.693,2.201880,-0.103699,1.727506,98.979
20.715,2.201644,-0.102782,1.728081,99.012
20.739,2.201387,-0.101866,1.728726,99.049
20.756,2.201195,-0.100963,1.729224,99.077
20.779,2.201076,-0.100095,1.729450,99.090
20.801,2.200975,-0.099239,1.729308,99.082
20.819,2.200865,-0.098175,1.729052,99.067
20.842,2.200729,-0.097100,1.729295,99.081
20.859,2.200490,-0.096090,1.729834,99.112
20.882,2.200385,-0.095128,1.729637,99.101
20.902,2.200421,-0.093919,1.728622,99.043
20.922,2.200308,-0.092739,1.728432,99.032
20.947,2.199990,-0.091610,1.729141,99.072
20.969,2.199839,-0.090530,1.729406,99.088
20.990,2.199832,-0.089295,1.728683,99.046
21.014,2.199718,-0.087982,1.728133,99.015
21.031,2.199575,-0.086717,1.728324,99.026
21.053,2.199499,-0.085567,1.728105,99.013
21.075,2.199575,-0.084526,1.727327,98.969
21.092,2.199502,-0.083314,1.726640,98.929
21.117,2.199412,-0.081875,1.726211,98.905
21.140,2.199397,-0.080546,1.725721,98.877
21.158,2.199296,-0.079331,1.725584,98.869
21.181,2.199145,-0.078106,1.725404,98.858
21.197,2.199095,-0.077086,1.725387,98.857
21.217,2.199106,-0.076085,1.724778,98.822
21.240,2.199240,-0.074986,1.723702,98.761
21.258,2.199423,-0.074032,1.722541,98.694
21.283,2.199562,-0.073266,1.721571,98.639
21.300,2.199616,-0.072591,1.720955,98.603
21.323,2.199706,-0.072069,1.720378,98.570
21.340,2.199754,-0.071708,1.720081,98.553
21.362,2.199783,-0.071547,1.719926,98.545
21.384,2.199796,-0.071592,1.719959,98.546
21.412,2.199815,-0.071722,1.720048,98.551
21.427,2.199854,-0.071822,1.720184,98.559
21.450,2.199898,-0.071875,1.720277,98.565
21.469,2.199919,-0.071809,1.720257,98.563
21.496,2.199939,-0.071541,1.719993,98.548
21.516,2.199942,-0.071021,1.719597,98.526
21.534,2.199949,-0.070273,1.718962,98.489
21.557,2.200086,-0.069215,1.717767,98.421
21.582,2.200275,-0.067709,1.716048,98.322
21.597,2.200469,-0.065776,1.714025,98.206
21.618,2.200743,-0.063554,1.711515,98.063
21.637,2.200844,-0.060927,1.709246,97.933
21.661,2.200289,-0.058010,1.709252,97.933
21.682,2.199539,-0.054576,1.710100,97.982
21.698,2.199210,-0.050918,1.709542,97.950
21.720,2.199804,-0.047215,1.704865,97.682
21.742,2.199245,-0.043804,1.704364,97.653
21.759,2.199273,-0.040566,1.702694,97.557
21.780,2.199277,-0.037378,1.700655,97.440
21.798,2.199947,-0.034642,1.696244,97.188
21.819,2.200202,-0.031845,1.693331,97.021
21.841,2.200742,-0.028972,1.689432,96.797
21.860,2.201546,-0.026543,1.684551,96.518
21.879,2.202167,-0.024812,1.681140,96.322
21.901,2.202650,-0.023202,1.678333,96.161
21.924,2.203419,-0.022150,1.675128,95.978
21.945,2.204047,-0.020915,1.671924,95.794
21.965,2.204686,-0.019215,1.668458,95.596
21.986,2.205517,-0.017152,1.663914,95.335
22.003,2.206426,-0.014599,1.658726,95.038
22.026,2.207507,-0.011556,1.652972,94.708
22.045,2.208448,-0.007969,1.647308,94.384
22.063,2.209608,-0.003789,1.641060,94.026
